source_id,ra,dec,ra_error,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe
4065741936488093952,271.68918242803437,-24.962864285502462,0.57574725,0.56101274,0.05829225515358667,0.69235885,4.6658165372644,0.7313514,-7.5993689745986615,0.4938363,19.491657,21.469982,17.994308,3.4756737,1.2968869
4065741940849037824,271.6969973742421,-24.964149832591385,0.059866376,0.05302151,0.5833642132353899,0.065963544,1.9061343283539225,0.075875126,-3.158817928478453,0.05427829,16.637379,17.629915,15.630637,1.9992781,0.91593814
4065741970847843712,271.70370427018446,-24.944214716427656,0.49938455,0.43161646,0.2252228012461033,0.52403635,1.5537514728756094,0.58286583,-3.3718179250151756,0.40516868,19.62669,22.1324,18.174376,3.958025,1.1681948
4065741975208788608,271.6940217486334,-24.95175456863932,0.29637644,0.25583,-0.2670285863003251,0.28104788,-0.5261351759895485,0.38315272,-6.748221439611971,0.26801288,18.710247,21.550508,17.066639,4.4838696,1.098119
4065742005207567744,271.684316188956,-24.957190312841163,0.5616093,0.5357241,1.0290944629265297,0.6576918,-2.0521919718007946,0.75114685,-7.385013395244537,0.5047096,19.948214,21.89732,18.593555,3.3037643,1.0813651
4065742009554743040,271.6857833510187,-24.95813823614385,0.6751676,0.60757416,1.2094141800869544,0.82593745,0.8585815183776726,0.97392035,-1.5867565312743972,0.6080834,20.125679,22.022709,18.697891,3.3248177,1.0896963
4065742009568535424,271.67700129515595,-24.95731852595679,0.42829096,0.3886538,-1.0856467861897892,0.476057,1.7752837087919617,0.55410343,-1.1604562481626166,0.37096676,19.532078,21.8306,17.899778,3.9308224,1.0487083
4065742039567311104,271.6913879849895,-24.93716738766129,0.31247222,0.28327012,-0.1278844345450048,0.3428959,-5.9711259833006265,0.39313456,-2.5515854516942147,0.2672119,19.180311,21.33388,17.741776,3.592104,1.1139331
4065742039567316736,271.6992996614167,-24.946089372976648,0.28505114,0.24306686,0.1671829929731955,0.2679991,-0.30109515320367836,0.37613863,-1.9557238524717875,0.26944047,18.783142,21.49683,17.408382,4.0884476,1.0707587
4065742043914547968,271.6888821353078,-24.9362993392336,0.41967016,0.37900287,0.3321051814655925,0.45159596,-2.1925414149449542,0.53359836,-18.31116717821563,0.35806853,19.600256,21.176432,18.51426,2.6621723,1.0664085
4065742147007494144,271.6980798656415,-24.93270571399504,0.05219607,0.04494923,1.2579795771628843,0.060223017,-3.3294203033221876,0.06497314,2.2126884312916766,0.045248393,16.491652,17.180834,15.681076,1.4997578,0.9432727
4065742181353442944,271.7216903675183,-24.923639604640925,0.81025994,0.7480795,0.2690853654874953,0.6592338,-4.724472548356513,0.9893402,-7.79570127633684,0.7353598,20.125103,21.963905,18.708952,3.2549534,0.9936857
4065742181353445504,271.7136008389793,-24.929765967246723,0.45507458,0.39395997,0.6914087754721652,0.45668876,-2.579839078525413,0.5444071,-19.367354522021408,0.3825464,19.74684,20.83916,17.99181,2.847351,1.0383582
4065742181353487872,271.7172627004016,-24.91525722758721,0.39584175,0.31812873,0.9746194779891958,0.42755008,0.6548986242353002,0.45480117,-1.473461492327416,0.3088879,19.48849,21.12654,17.871555,3.254984,1.1212606
4065742181353490944,271.7135653894708,-24.917555608460628,0.42423418,0.3564733,-0.042626682955054486,0.44313264,-0.4568007053143515,0.48728517,-6.52275695135159,0.34133837,19.712536,21.178455,18.70818,2.4702759,1.0542309
4065742181353492352,271.71142821712596,-24.919246974203098,0.3896288,0.32997993,-0.10780388384512163,0.40815586,2.265608610029755,0.4460682,-3.076274271800563,0.31393385,19.643051,20.879961,18.74633,2.1336308,1.0066273
4065742181359494656,271.70920982934746,-24.918652836699554,0.864312,0.7403949,-1.1319124428230283,0.8939303,-1.105982572390166,1.0225319,-6.920514967129846,0.72553295,20.35809,22.599272,18.9976,3.6016712,1.153097
4065742211358845184,271.6244145126435,-24.98261543596503,0.12635712,0.11125932,0.249950846426195,0.1420922,0.3199427386114016,0.15397191,-0.6640025892273373,0.1116763,17.669977,18.575815,16.649776,1.9260387,1.1100305
4065772069970673664,272.14688340808453,-25.079893454309047,0.10085703,0.079677664,-0.16350080559356012,0.10669101,-3.261572791867127,0.13023709,-8.37773351057576,0.09331354,17.51934,18.9196,16.2943,2.6252995,1.0522622
4065772069970708736,272.14245758409197,-25.072881488132975,0.039714027,0.03205803,0.4207958447315115,0.041708943,-2.2922537841493544,0.050920174,-5.8883820833654585,0.03673528,15.705297,16.568026,14.799913,1.7681122,0.9914759
4065772069984215808,272.1459580371642,-25.076464926089255,0.1303669,0.10663109,0.25823666081180596,0.13807768,1.2617972809799585,0.16920297,-6.688755675814342,0.12414628,17.929153,19.19639,16.672155,2.5242348,1.0091949
4065772069990401920,272.14352185380505,-25.0812059597394,0.5154814,0.4044213,-0.4507193755696294,0.5473332,-7.98783269979715,0.65734375,-5.076504952426316,0.4372527,19.488708,20.440252,18.069685,2.3705673,1.1231087
4065772069990422144,272.1375552750171,-25.076467146851762,0.6757456,0.527753,1.4765612714784144,0.70781714,-9.542968990335062,0.81045544,-0.29435267609700777,0.571497,19.938282,19.646574,18.472416,1.1741581,1.2428643
4065772069990433664,272.14502838290787,-25.076809641436313,0.52281654,0.42150837,0.3740069096762971,0.6030356,-0.38892140256529206,0.822863,-2.992015450029122,0.568408,19.70012,20.964375,18.900255,2.0641193,1.0046592
4065772104354565376,272.1179812104874,-25.07213445730246,0.39246532,0.3178475,-0.32011747685307734,0.41662267,2.1571495700071965,0.42702612,-4.216559775565269,0.31255612,19.179277,19.702938,17.797165,1.9057732,0.81951624
4065772108639341440,272.1252844202831,-25.075334754922117,0.24560913,0.21784618,0.06107892072569219,0.2433858,-5.324633149215654,0.3412725,-7.880806083288425,0.2560443,18.61368,20.383312,17.23594,3.1473713,1.0871038
4065772108639350528,272.1242264143529,-25.080411073826973,0.97743195,0.7039905,-1.2535461371537695,0.94467795,-2.380183835861874,0.98299605,-8.501812647482451,0.6502963,19.991257,20.76496,18.860926,1.9040337,1.0076774
4065772108680376704,272.1161019753816,-25.073859971913887,0.48505285,0.41049805,-0.027112045476193797,0.52969974,-3.033482314827809,0.62577754,-3.93606259414367,0.4191422,19.446499,21.123878,18.14662,2.9772587,1.1036364
4065772108680379776,272.1234218416071,-25.08123805938082,0.82576746,0.7280986,-0.14119350208128564,0.71196103,-5.505015937028865,1.1446362,-4.878488723942375,0.72716296,19.971098,21.164766,19.188108,1.9766579,1.036304
4065772138691050240,272.1328618383155,-25.06738034182823,0.11813911,0.09976536,0.24191365075263294,0.123384416,-0.20482947583633068,0.15736017,-4.5587984041684555,0.122010395,17.605295,18.79206,16.343704,2.4483566,1.0415713
4065772143039667840,272.1370550603105,-25.065375774194948,0.90547884,0.76778924,-0.8544739246365287,0.91528577,-8.735220992827857,1.2597994,-2.479253054490287,0.9854141,19.989065,21.192316,18.56811,2.6242065,1.2315937
4065772173049839360,272.0903801673733,-25.091410396675368,0.14916043,0.1250858,0.02605673603969542,0.15527003,-1.7367931128550118,0.21277986,-7.382739306594209,0.1455534,18.19547,19.765266,17.06523,2.700037,1.0180452
4065772173066149632,272.0868301901981,-25.0944081957819,0.19599842,0.16360795,-0.015197920425923113,0.20431305,-2.7153369240694123,0.27846283,-5.017129858195298,0.19530873,18.533323,20.290691,17.382734,2.907957,1.0105741
4065772207433793152,272.09209206713086,-25.072193234557172,0.5591448,0.44465485,0.492244796755348,0.56642807,0.7464522222725012,0.7342593,-5.20153446026206,0.51642287,19.51903,20.786186,18.45786,2.3283253,1.2142887
4065772241793351808,272.07339014998826,-25.076966439273527,0.42659387,0.33630195,-0.31561685502120485,0.45199814,-3.9718968291139722,0.5599594,-0.43233750115063574,0.3465047,19.562103,21.26716,18.551714,2.7154465,0.98680234
4065772241793394944,272.07018007286166,-25.074876601531038,0.5861912,0.46820465,1.0196709370458388,0.6052127,-1.5578711654206934,0.76495874,0.023292763971468452,0.48826915,19.612736,20.224625,17.77299,2.4516354,1.1548623
4065772241793408640,272.0803514246012,-25.07030619045494,0.5420582,0.54187196,0.8312236372027036,0.56154346,-3.09053426573571,0.739285,-3.83764160253168,0.56650263,19.46198,20.198795,17.995905,2.2028904,1.2113187
4065772241793411840,272.0834250069575,-25.077867814568023,0.6830145,0.5130722,0.27858731442699275,0.7200028,-2.1318961909384253,0.82934856,-0.8424472112505866,0.5777011,20.022078,21.852058,19.28642,2.5656376,1.0059458
4065772276129245696,272.09390218673997,-25.063794759687227,0.021952828,0.017139317,0.7954833288423059,0.022111548,2.7665305491123102,0.029826317,-3.6668757038929813,0.020498155,13.523967,14.173674,12.732622,1.4410515,0.87256074
4065772310488892544,272.105582267936,-25.070195561470797,0.06463923,0.0504719,0.395954501928774,0.06692319,3.1221886545640634,0.08930845,1.548826503779533,0.059839245,16.22192,16.952389,15.282575,1.6698141,1.2386683
4065772310512989312,272.10607349998486,-25.068934041111845,0.35324684,0.25755864,-0.26518954728698463,0.37255657,-5.433846866957683,0.40389282,-5.293314703567422,0.27344832,19.104836,20.429977,17.787361,2.6426163,0.85678154
4065772310512989440,272.1062014837323,-25.07028432734337,0.39576775,0.25883976,0.4811475669987122,0.4223842,-2.2473685030427557,0.40315312,-4.1744918906534885,0.26354972,19.082266,19.883572,17.635042,2.2485294,0.96868795
4065772310514200576,272.108219300726,-25.06322083839205,0.62690157,0.5270647,0.26268768376901946,0.6888608,-3.1842586292311443,0.799056,-8.416773600171364,0.57517326,19.945683,21.638226,19.330225,2.3080006,1.1104972
4065772310514205696,272.111737098851,-25.059642195435483,0.6204659,0.48520505,1.4516602894250492,0.65418947,-5.412433670017028,0.70295703,-3.791349684380979,0.47586703,19.789265,20.619673,18.400208,2.2194653,1.113114
4065772314838791168,272.11159774315325,-25.062401421931607,0.033747986,0.027848665,0.6496242931789751,0.028944591,1.1902569609064373,0.045309663,-2.7782619432022044,0.030717056,14.342508,14.994797,13.386272,1.6085243,1.2226888
4065772314838810368,272.11159926058946,-25.07313361733991,0.12506154,0.10223558,0.1337501006473618,0.12666419,-5.851462021144272,0.16277488,-6.607696020472002,0.112094946,17.732615,19.378633,16.389893,2.988741,1.0472325
4065772344848722048,272.1185949898983,-25.050937798472336,0.09954648,0.08095421,0.3705998183114844,0.105779864,-2.2751803784453624,0.12561437,-7.385918681390809,0.08805536,17.539398,18.91092,16.360332,2.5505867,1.0559068
4065772344848751104,272.1184538725396,-25.048368335772192,0.023556495,0.019208862,0.43998997926675165,0.024407385,0.6649692946457185,0.030342657,0.6458825232664134,0.021454012,14.330203,15.336686,13.328941,2.0077448,0.90308785
4065772349150943616,272.12322805721993,-25.05834911838342,0.46155128,0.38217038,-0.9811692603778791,0.49482095,0.542252352867479,0.5641007,-2.215062189017067,0.3788936,19.70125,20.492302,19.00899,1.4833126,0.9067722
4065772349198471168,272.11462597831746,-25.06036036061116,0.19704227,0.16361831,0.33388298982785225,0.21435131,4.647691114124135,0.2679796,-1.8810308703453282,0.1867477,18.59469,19.038982,17.108788,1.9301949,1.0281606
4065772349198471552,272.1221957754809,-25.053248122813486,0.09777465,0.07688157,-0.1252305054143871,0.103829704,-1.634553744688842,0.121650346,-8.118703490778632,0.083322525,17.49099,18.996145,16.301191,2.694954,0.9227376
4065772413581384448,272.11179164357236,-25.04650002722535,0.15701634,0.12435128,0.3079306410108331,0.17055175,-6.7124690634853375,0.19355969,-5.657063724375682,0.13639031,17.979013,19.508917,16.70686,2.8020573,1.1543875
4065772413593362432,272.1102955978824,-25.041274978769913,0.15490507,0.13108107,1.8201627382629244,0.16441368,4.492590656119304,0.20774293,6.250766925805587,0.14518933,18.245205,19.348772,16.794846,2.5539265,1.0372218
