source_id,ra,dec,ra_error,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,p_pm,pm_method,r_proj_arcmin,p_spatial,p_cmd,membership_prob,is_member,dist_pc,dist_pc_err
4418731829516302208,229.09492530275043,-0.14489865175858607,0.3871192,0.36097482,-0.22019872210522856,0.4248641,-3.6225781220416247,0.54578793,-2.4113785712100206,0.46412814,19.700495,19.971798,19.551342,0.42045593,1.014062,0.2406544191835874,window,4.815527940842231,0.5899981667714354,0.1820132522675353,0.27238749255555084,False,,
4418732207473429632,229.14004053285836,-0.12260635312528653,0.63835335,0.52932054,0.2409457604299121,0.685758,-1.5692511679158234,0.88590175,-1.379432406530826,0.74692684,20.184162,20.537872,19.849806,0.6880665,0.8888574,0.1025030925966164,window,7.119113744076517,0.3229603280050983,0.9965647438461112,0.12422976961309143,False,,
4418733169546761600,229.23193035830846,-0.09930352349635102,0.9479938,0.6307512,0.6532995820377392,0.7483523,-0.760159245285247,1.2682513,-0.803760539489271,0.848506,20.351387,20.743587,19.963804,0.77978325,1.1445478,0.028907346146861163,window,12.623376513238647,0.02347492152263586,0.8757091964993893,0.014407190698469043,False,,
4418733414359900800,229.28712215178246,-0.08579755338181083,0.15962608,0.13278179,0.521681150435834,0.17872171,11.288563672100429,0.19964796,-9.02191693202134,0.16352537,18.409542,19.186434,17.564186,1.6222477,1.0352808,0.0,window,15.98842834784134,0.01,0.039194578753073465,0.0,False,,
4418734750094076288,229.20049500620166,-0.022385067687762335,0.26795325,0.22503994,0.46554443922020566,0.2788725,-44.06665230804223,0.33267066,2.5841865816571077,0.2718193,19.2974,20.139153,18.489117,1.6500359,0.987142,0.0,window,11.97828425775647,0.03633699012260182,0.0006586704394950546,0.0,False,,
4418910981191749888,228.8955684420148,-0.270538759289098,0.18639064,0.15960452,0.6434819247858363,0.20187017,-2.2674367597226395,0.27216423,-4.706068557742533,0.20770928,18.591873,19.604168,17.62133,1.9828377,1.0180796,0.0,window,12.181792656022287,0.03186267574611514,0.0005188527208765394,0.0,False,,
4418912669113921920,228.9026163174654,-0.18263177747449705,0.5848353,0.5832008,-1.2895184214445903,0.6761254,-1.1753847355144709,0.81985855,-0.17536913111066046,0.72573394,20.145954,20.669884,19.426361,1.2435226,1.0035449,0.0,window,8.329862115032109,0.21214166973736445,0.01918109883906219,0.0,False,,
4418913214574806400,228.98572998727877,-0.1886439678228419,0.706907,0.5456012,0.879162205453011,0.69460493,-2.24288329560797,1.0627277,-2.228950718302807,0.93384117,20.449083,20.557499,20.10002,0.45747948,0.98742455,0.8133944983322079,window,5.106714815322874,0.55486726779475,0.752225387599757,0.8222650668402792,True,,
4418913420733249536,228.92829230944093,-0.17388630923036183,0.5595904,0.4867189,-0.07846171379203441,0.60755014,-3.674762395934434,0.883678,-6.28610751878324,0.7842104,20.260155,20.668888,19.776823,0.89206505,1.0624256,0.0,window,6.7461858039434395,0.3624532503598774,0.6140965055247216,0.0,False,,
4418913661251426304,228.98205703288454,-0.16680907137908088,0.51644474,0.4419584,-0.09383921076841319,0.5427548,-3.2476776166432355,0.81428355,-3.317420395253781,0.7128692,20.19781,20.435385,19.78758,0.64780426,0.9838017,0.5359217667429893,window,4.085069307431166,0.6751878921584853,0.9644811151467871,0.6845079264492291,True,,
